Period,Young_N,Young_Diabetic,Young_Prevalence_%,Older_N,Older_Diabetic,Older_Prevalence_%,Z_Statistic,P_Value,Cohens_h,Significant_at_0.05,Effect_Size_Interpretation
2015-2024 (Pooled),344420,3575,1.0379768886824225,2132627,30379,1.4244872638300088,-18.10149483680739,1.550677769147554e-73,-0.035157693636697324,True,Small
